Federal Information Processing Standards (FIPS) Code,State,Area name,Population 2010
42007,PA,Beaver County,"170,539"
42009,PA,Bedford County,"49,762"
42011,PA,Berks County,"411,442"
42013,PA,Blair County,"127,089"
42015,PA,Bradford County,"62,622"
42017,PA,Bucks County,"625,249"
42019,PA,Butler County,"183,862"
42021,PA,Cambria County,"143,679"
42023,PA,Cameron County,"5,085"
42025,PA,Carbon County,"65,249"
42027,PA,Centre County,"153,990"
42029,PA,Chester County,"498,886"
42031,PA,Clarion County,"39,988"
42033,PA,Clearfield County,"81,642"
42035,PA,Clinton County,"39,238"
42037,PA,Columbia County,"67,295"
42039,PA,Crawford County,"88,765"
42041,PA,Cumberland County,"235,406"
42043,PA,Dauphin County,"268,100"
42045,PA,Delaware County,"558,979"
42047,PA,Elk County,"31,946"
42049,PA,Erie County,"280,566"
42051,PA,Fayette County,"136,606"
42053,PA,Forest County,"7,716"
42055,PA,Franklin County,"149,618"
42057,PA,Fulton County,"14,845"
42059,PA,Greene County,"38,686"
42061,PA,Huntingdon County,"45,913"
42063,PA,Indiana County,"88,880"
42065,PA,Jefferson County,"45,200"
42067,PA,Juniata County,"24,636"
42069,PA,Lackawanna County,"214,437"
42071,PA,Lancaster County,"519,445"
42073,PA,Lawrence County,"91,108"
42075,PA,Lebanon County,"133,568"
42077,PA,Lehigh County,"349,497"
42079,PA,Luzerne County,"320,918"
42081,PA,Lycoming County,"116,111"
42083,PA,McKean County,"43,450"
42085,PA,Mercer County,"116,638"
42087,PA,Mifflin County,"46,682"
42089,PA,Monroe County,"169,842"
42091,PA,Montgomery County,"799,874"
42093,PA,Montour County,"18,267"
42095,PA,Northampton County,"297,735"
42097,PA,Northumberland County,"94,528"
42099,PA,Perry County,"45,969"
42101,PA,Philadelphia County,"1,526,006"
42103,PA,Pike County,"57,369"
42105,PA,Potter County,"17,457"
42107,PA,Schuylkill County,"148,289"
42109,PA,Snyder County,"39,702"
42111,PA,Somerset County,"77,742"
42113,PA,Sullivan County,"6,428"
42115,PA,Susquehanna County,"43,356"
42117,PA,Tioga County,"41,981"
42119,PA,Union County,"44,947"
42121,PA,Venango County,"54,984"
42123,PA,Warren County,"41,815"
42125,PA,Washington County,"207,820"
42127,PA,Wayne County,"52,822"
42129,PA,Westmoreland County,"365,169"
42131,PA,Wyoming County,"28,276"
42133,PA,York County,"434,972"
44000,RI,Rhode Island,"1,052,567"
44001,RI,Bristol County,"49,875"
44003,RI,Kent County,"166,158"
44005,RI,Newport County,"82,888"
44007,RI,Providence County,"626,667"
44009,RI,Washington County,"126,979"
45000,SC,South Carolina,"4,625,364"
45001,SC,Abbeville County,"25,417"
45003,SC,Aiken County,"160,099"
45005,SC,Allendale County,"10,419"
45007,SC,Anderson County,"187,126"
45009,SC,Bamberg County,"15,987"
45011,SC,Barnwell County,"22,621"
45013,SC,Beaufort County,"162,233"
45015,SC,Berkeley County,"177,843"
45017,SC,Calhoun County,"15,175"
45019,SC,Charleston County,"350,209"
45021,SC,Cherokee County,"55,342"
45023,SC,Chester County,"33,140"
45025,SC,Chesterfield County,"46,734"
45027,SC,Clarendon County,"34,971"
45029,SC,Colleton County,"38,892"
45031,SC,Darlington County,"68,681"
45033,SC,Dillon County,"32,062"
45035,SC,Dorchester County,"136,555"
45037,SC,Edgefield County,"26,985"
45039,SC,Fairfield County,"23,956"
45041,SC,Florence County,"136,885"
45043,SC,Georgetown County,"60,158"
45045,SC,Greenville County,"451,225"
45047,SC,Greenwood County,"69,661"
45049,SC,Hampton County,"21,090"
45051,SC,Horry County,"269,291"
45053,SC,Jasper County,"24,777"
45055,SC,Kershaw County,"61,697"
45057,SC,Lancaster County,"76,652"
45059,SC,Laurens County,"66,537"
45061,SC,Lee County,"19,220"
45063,SC,Lexington County,"262,391"
45065,SC,McCormick County,"10,233"
45067,SC,Marion County,"33,062"
45069,SC,Marlboro County,"28,933"
45071,SC,Newberry County,"37,508"
45073,SC,Oconee County,"74,273"
45075,SC,Orangeburg County,"92,501"
45077,SC,Pickens County,"119,224"
45079,SC,Richland County,"384,504"
45081,SC,Saluda County,"19,875"
45083,SC,Spartanburg County,"284,307"
45085,SC,Sumter County,"107,456"
45087,SC,Union County,"28,961"
45089,SC,Williamsburg County,"34,423"
45091,SC,York County,"226,073"
46000,SD,South Dakota,"814,180"
46003,SD,Aurora County,"2,710"
46005,SD,Beadle County,"17,398"
46007,SD,Bennett County,"3,431"
46009,SD,Bon Homme County,"7,070"
46011,SD,Brookings County,"31,965"
46013,SD,Brown County,"36,531"
46015,SD,Brule County,"5,255"
46017,SD,Buffalo County,"1,912"
46019,SD,Butte County,"10,110"
46021,SD,Campbell County,"1,466"
46023,SD,Charles Mix County,"9,129"
46025,SD,Clark County,"3,691"
46027,SD,Clay County,"13,864"
46029,SD,Codington County,"27,227"
46031,SD,Corson County,"4,050"
46033,SD,Custer County,"8,216"
46035,SD,Davison County,"19,504"
46037,SD,Day County,"5,710"
46039,SD,Deuel County,"4,364"
46041,SD,Dewey County,"5,301"
46043,SD,Douglas County,"3,002"
46045,SD,Edmunds County,"4,071"
46047,SD,Fall River County,"7,094"
46049,SD,Faulk County,"2,364"
46051,SD,Grant County,"7,356"
46053,SD,Gregory County,"4,271"
46055,SD,Haakon County,"1,937"
46057,SD,Hamlin County,"5,903"
46059,SD,Hand County,"3,431"
46061,SD,Hanson County,"3,331"
46063,SD,Harding County,"1,255"
46065,SD,Hughes County,"17,022"
46067,SD,Hutchinson County,"7,343"
46069,SD,Hyde County,"1,420"
46071,SD,Jackson County,"3,031"
46073,SD,Jerauld County,"2,071"
46075,SD,Jones County,"1,006"
46077,SD,Kingsbury County,"5,148"
46079,SD,Lake County,"11,200"
46081,SD,Lawrence County,"24,097"
46083,SD,Lincoln County,"44,828"
46085,SD,Lyman County,"3,755"
46087,SD,McCook County,"5,618"
46089,SD,McPherson County,"2,459"
46091,SD,Marshall County,"4,656"
46093,SD,Meade County,"25,434"
46095,SD,Mellette County,"2,048"
46097,SD,Miner County,"2,389"
46099,SD,Minnehaha County,"169,468"
46101,SD,Moody County,"6,486"
46102,SD,Oglala Lakota County,"13,586"
46103,SD,Pennington County,"100,948"
46105,SD,Perkins County,"2,982"
46107,SD,Potter County,"2,329"
46109,SD,Roberts County,"10,149"
46111,SD,Sanborn County,"2,355"
46115,SD,Spink County,"6,415"
46117,SD,Stanley County,"2,966"
46119,SD,Sully County,"1,373"
46121,SD,Todd County,"9,612"
46123,SD,Tripp County,"5,644"
46125,SD,Turner County,"8,347"
46127,SD,Union County,"14,399"
46129,SD,Walworth County,"5,438"
46135,SD,Yankton County,"22,438"
46137,SD,Ziebach County,"2,801"
47000,TN,Tennessee,"6,346,105"
47001,TN,Anderson County,"75,129"
47003,TN,Bedford County,"45,058"
47005,TN,Benton County,"16,489"
47007,TN,Bledsoe County,"12,876"
47009,TN,Blount County,"123,010"
47011,TN,Bradley County,"98,963"
47013,TN,Campbell County,"40,716"
47015,TN,Cannon County,"13,801"
47017,TN,Carroll County,"28,522"
47019,TN,Carter County,"57,424"
47021,TN,Cheatham County,"39,105"
47023,TN,Chester County,"17,131"
47025,TN,Claiborne County,"32,213"
47027,TN,Clay County,"7,861"
47029,TN,Cocke County,"35,662"
47031,TN,Coffee County,"52,796"
47033,TN,Crockett County,"14,586"
47035,TN,Cumberland County,"56,053"
47037,TN,Davidson County,"626,681"
47039,TN,Decatur County,"11,757"
47041,TN,DeKalb County,"18,723"
47043,TN,Dickson County,"49,666"
47045,TN,Dyer County,"38,335"
47047,TN,Fayette County,"38,413"
47049,TN,Fentress County,"17,959"
47051,TN,Franklin County,"41,052"
47053,TN,Gibson County,"49,683"
47055,TN,Giles County,"29,485"
47057,TN,Grainger County,"22,657"
47059,TN,Greene County,"68,831"
47061,TN,Grundy County,"13,703"
47063,TN,Hamblen County,"62,544"
47065,TN,Hamilton County,"336,463"
47067,TN,Hancock County,"6,819"
47069,TN,Hardeman County,"27,253"
47071,TN,Hardin County,"26,026"
47073,TN,Hawkins County,"56,833"
47075,TN,Haywood County,"18,787"
47077,TN,Henderson County,"27,769"
47079,TN,Henry County,"32,330"
47081,TN,Hickman County,"24,690"
47083,TN,Houston County,"8,426"
47085,TN,Humphreys County,"18,538"
47087,TN,Jackson County,"11,638"
47089,TN,Jefferson County,"51,407"
47091,TN,Johnson County,"18,244"
47093,TN,Knox County,"432,226"
47095,TN,Lake County,"7,832"
47097,TN,Lauderdale County,"27,815"
47099,TN,Lawrence County,"41,869"
47101,TN,Lewis County,"12,161"
47103,TN,Lincoln County,"33,361"
47105,TN,Loudon County,"48,556"
47107,TN,McMinn County,"52,266"
47109,TN,McNairy County,"26,075"
47111,TN,Macon County,"22,248"
47113,TN,Madison County,"98,294"
47115,TN,Marion County,"28,237"
47117,TN,Marshall County,"30,617"
47119,TN,Maury County,"80,956"
47121,TN,Meigs County,"11,753"
47123,TN,Monroe County,"44,519"
47125,TN,Montgomery County,"172,331"
47127,TN,Moore County,"6,362"
47129,TN,Morgan County,"21,987"
47131,TN,Obion County,"31,807"
47133,TN,Overton County,"22,083"
47135,TN,Perry County,"7,915"
47137,TN,Pickett County,"5,077"
47139,TN,Polk County,"16,825"
47141,TN,Putnam County,"72,321"
47143,TN,Rhea County,"31,809"
47145,TN,Roane County,"54,181"
47147,TN,Robertson County,"66,283"
47149,TN,Rutherford County,"262,604"
47151,TN,Scott County,"22,228"
47153,TN,Sequatchie County,"14,112"
47155,TN,Sevier County,"89,889"
47157,TN,Shelby County,"927,644"
47159,TN,Smith County,"19,166"
47161,TN,Stewart County,"13,324"
47163,TN,Sullivan County,"156,823"
47165,TN,Sumner County,"160,645"
47167,TN,Tipton County,"61,081"
47169,TN,Trousdale County,"7,870"
47171,TN,Unicoi County,"18,313"
47173,TN,Union County,"19,109"
47175,TN,Van Buren County,"5,548"
47177,TN,Warren County,"39,839"
47179,TN,Washington County,"122,979"
47181,TN,Wayne County,"17,021"
47183,TN,Weakley County,"35,021"
47185,TN,White County,"25,841"
47187,TN,Williamson County,"183,182"
47189,TN,Wilson County,"113,993"
48000,TX,Texas,"25,145,561"
48001,TX,Anderson County,"58,458"
48003,TX,Andrews County,"14,786"
48005,TX,Angelina County,"86,771"
48007,TX,Aransas County,"23,158"
48009,TX,Archer County,"9,054"
48011,TX,Armstrong County,"1,901"
48013,TX,Atascosa County,"44,911"
48015,TX,Austin County,"28,417"
48017,TX,Bailey County,"7,165"
48019,TX,Bandera County,"20,485"
48021,TX,Bastrop County,"74,171"
48023,TX,Baylor County,"3,726"
48025,TX,Bee County,"31,861"
48027,TX,Bell County,"310,235"
48029,TX,Bexar County,"1,714,773"
48031,TX,Blanco County,"10,497"
48033,TX,Borden County,641
48035,TX,Bosque County,"18,212"
48037,TX,Bowie County,"92,565"
48039,TX,Brazoria County,"313,166"
48041,TX,Brazos County,"194,851"
48043,TX,Brewster County,"9,232"
48045,TX,Briscoe County,"1,637"
48047,TX,Brooks County,"7,223"
48049,TX,Brown County,"38,106"
48051,TX,Burleson County,"17,187"
48053,TX,Burnet County,"42,750"
48055,TX,Caldwell County,"38,066"
48057,TX,Calhoun County,"21,381"
48059,TX,Callahan County,"13,544"
48061,TX,Cameron County,"406,220"
48063,TX,Camp County,"12,401"
48065,TX,Carson County,"6,182"
48067,TX,Cass County,"30,464"
48069,TX,Castro County,"8,062"
48071,TX,Chambers County,"35,096"
48073,TX,Cherokee County,"50,845"
48075,TX,Childress County,"7,041"
48077,TX,Clay County,"10,752"
48079,TX,Cochran County,"3,127"
48081,TX,Coke County,"3,320"
48083,TX,Coleman County,"8,895"
48085,TX,Collin County,"782,341"
48087,TX,Collingsworth County,"3,057"
48089,TX,Colorado County,"20,874"
48091,TX,Comal County,"108,472"
48093,TX,Comanche County,"13,974"
48095,TX,Concho County,"4,087"
48097,TX,Cooke County,"38,437"
48099,TX,Coryell County,"75,388"
48101,TX,Cottle County,"1,505"
48103,TX,Crane County,"4,375"
48105,TX,Crockett County,"3,719"
48107,TX,Crosby County,"6,059"
48109,TX,Culberson County,"2,398"
48111,TX,Dallam County,"6,703"
48113,TX,Dallas County,"2,368,139"
48115,TX,Dawson County,"13,833"
48117,TX,Deaf Smith County,"19,372"
48119,TX,Delta County,"5,231"
48121,TX,Denton County,"662,614"
48123,TX,DeWitt County,"20,097"
48125,TX,Dickens County,"2,444"
48127,TX,Dimmit County,"9,996"
48129,TX,Donley County,"3,677"
48131,TX,Duval County,"11,782"
48133,TX,Eastland County,"18,583"
48135,TX,Ector County,"137,130"
48137,TX,Edwards County,"2,002"
48139,TX,Ellis County,"149,610"
48141,TX,El Paso County,"800,647"
48143,TX,Erath County,"37,890"
48145,TX,Falls County,"17,866"
48147,TX,Fannin County,"33,915"
48149,TX,Fayette County,"24,554"
48151,TX,Fisher County,"3,974"
48153,TX,Floyd County,"6,446"
48155,TX,Foard County,"1,336"
48157,TX,Fort Bend County,"585,375"
48159,TX,Franklin County,"10,605"
48161,TX,Freestone County,"19,816"
48163,TX,Frio County,"17,217"
48165,TX,Gaines County,"17,526"
48167,TX,Galveston County,"291,309"
48169,TX,Garza County,"6,461"
48171,TX,Gillespie County,"24,837"
48173,TX,Glasscock County,"1,226"
48175,TX,Goliad County,"7,210"
48177,TX,Gonzales County,"19,807"
48179,TX,Gray County,"22,535"
48181,TX,Grayson County,"120,877"
48183,TX,Gregg County,"121,730"
48185,TX,Grimes County,"26,604"
48187,TX,Guadalupe County,"131,533"
48189,TX,Hale County,"36,273"
48191,TX,Hall County,"3,353"
48193,TX,Hamilton County,"8,517"
48195,TX,Hansford County,"5,613"
48197,TX,Hardeman County,"4,139"
48199,TX,Hardin County,"54,635"
48201,TX,Harris County,"4,092,459"
48203,TX,Harrison County,"65,631"
48205,TX,Hartley County,"6,062"
48207,TX,Haskell County,"5,899"
48209,TX,Hays County,"157,107"
48211,TX,Hemphill County,"3,807"
48213,TX,Henderson County,"78,532"
48215,TX,Hidalgo County,"774,769"
48217,TX,Hill County,"35,089"
48219,TX,Hockley County,"22,935"
48221,TX,Hood County,"51,182"
48223,TX,Hopkins County,"35,161"
48225,TX,Houston County,"23,732"
48227,TX,Howard County,"35,012"
48229,TX,Hudspeth County,"3,476"
48231,TX,Hunt County,"86,129"
48233,TX,Hutchinson County,"22,150"
48235,TX,Irion County,"1,599"
48237,TX,Jack County,"9,044"
48239,TX,Jackson County,"14,075"
48241,TX,Jasper County,"35,710"
48243,TX,Jeff Davis County,"2,342"
48245,TX,Jefferson County,"252,273"
48247,TX,Jim Hogg County,"5,300"
48249,TX,Jim Wells County,"40,838"
48251,TX,Johnson County,"150,934"
48253,TX,Jones County,"20,202"
48255,TX,Karnes County,"14,824"
48257,TX,Kaufman County,"103,350"
48259,TX,Kendall County,"33,410"
48261,TX,Kenedy County,416
48263,TX,Kent County,808
48265,TX,Kerr County,"49,625"
48267,TX,Kimble County,"4,607"
48269,TX,King County,286
48271,TX,Kinney County,"3,598"
48273,TX,Kleberg County,"32,061"
48275,TX,Knox County,"3,719"
48277,TX,Lamar County,"49,793"
48279,TX,Lamb County,"13,977"
48281,TX,Lampasas County,"19,677"
48283,TX,La Salle County,"6,886"
48285,TX,Lavaca County,"19,263"
48287,TX,Lee County,"16,612"
48289,TX,Leon County,"16,801"
48291,TX,Liberty County,"75,643"
48293,TX,Limestone County,"23,384"
48295,TX,Lipscomb County,"3,302"
48297,TX,Live Oak County,"11,531"
48299,TX,Llano County,"19,301"
48301,TX,Loving County,82
48303,TX,Lubbock County,"278,831"
48305,TX,Lynn County,"5,915"
48307,TX,McCulloch County,"8,283"
48309,TX,McLennan County,"234,906"
48311,TX,McMullen County,707
48313,TX,Madison County,"13,664"
48315,TX,Marion County,"10,546"
48317,TX,Martin County,"4,799"
48319,TX,Mason County,"4,012"
48321,TX,Matagorda County,"36,702"
48323,TX,Maverick County,"54,258"
48325,TX,Medina County,"46,006"
48327,TX,Menard County,"2,242"
48329,TX,Midland County,"136,872"
48331,TX,Milam County,"24,757"
48333,TX,Mills County,"4,936"
48335,TX,Mitchell County,"9,403"
48337,TX,Montague County,"19,719"
48339,TX,Montgomery County,"455,746"
48341,TX,Moore County,"21,904"
48343,TX,Morris County,"12,934"
48345,TX,Motley County,"1,210"
48347,TX,Nacogdoches County,"64,524"
48349,TX,Navarro County,"47,735"
48351,TX,Newton County,"14,445"
48353,TX,Nolan County,"15,216"
48355,TX,Nueces County,"340,223"
48357,TX,Ochiltree County,"10,223"
48359,TX,Oldham County,"2,052"
48361,TX,Orange County,"81,837"
48363,TX,Palo Pinto County,"28,111"
48365,TX,Panola County,"23,796"
48367,TX,Parker County,"116,927"
48369,TX,Parmer County,"10,269"
48371,TX,Pecos County,"15,507"
48373,TX,Polk County,"45,413"
48375,TX,Potter County,"121,073"
48377,TX,Presidio County,"7,818"
48379,TX,Rains County,"10,914"
48381,TX,Randall County,"120,725"
48383,TX,Reagan County,"3,367"
48385,TX,Real County,"3,309"
48387,TX,Red River County,"12,860"
48389,TX,Reeves County,"13,783"
48391,TX,Refugio County,"7,383"
48393,TX,Roberts County,929
48395,TX,Robertson County,"16,622"
48397,TX,Rockwall County,"78,337"
48399,TX,Runnels County,"10,501"
48401,TX,Rusk County,"53,330"
48403,TX,Sabine County,"10,834"
48405,TX,San Augustine County,"8,865"
48407,TX,San Jacinto County,"26,384"
48409,TX,San Patricio County,"64,804"
48411,TX,San Saba County,"6,131"
48413,TX,Schleicher County,"3,461"
48415,TX,Scurry County,"16,921"
48417,TX,Shackelford County,"3,378"
48419,TX,Shelby County,"25,448"
48421,TX,Sherman County,"3,034"
48423,TX,Smith County,"209,714"
48425,TX,Somervell County,"8,490"
48427,TX,Starr County,"60,968"
48429,TX,Stephens County,"9,630"
48431,TX,Sterling County,"1,143"
48433,TX,Stonewall County,"1,490"
48435,TX,Sutton County,"4,128"
48437,TX,Swisher County,"7,854"
48439,TX,Tarrant County,"1,809,034"
48441,TX,Taylor County,"131,506"
48443,TX,Terrell County,984
48445,TX,Terry County,"12,651"
48447,TX,Throckmorton County,"1,641"
48449,TX,Titus County,"32,334"
48451,TX,Tom Green County,"110,224"
48453,TX,Travis County,"1,024,266"
48455,TX,Trinity County,"14,585"
48457,TX,Tyler County,"21,766"
48459,TX,Upshur County,"39,309"
48461,TX,Upton County,"3,355"
48463,TX,Uvalde County,"26,405"
48465,TX,Val Verde County,"48,879"
48467,TX,Van Zandt County,"52,579"
48469,TX,Victoria County,"86,793"
48471,TX,Walker County,"67,861"
48473,TX,Waller County,"43,205"
48475,TX,Ward County,"10,658"
48477,TX,Washington County,"33,718"
48479,TX,Webb County,"250,304"
48481,TX,Wharton County,"41,280"
48483,TX,Wheeler County,"5,410"
48485,TX,Wichita County,"131,500"
48487,TX,Wilbarger County,"13,535"
48489,TX,Willacy County,"22,134"
48491,TX,Williamson County,"422,679"
48493,TX,Wilson County,"42,918"
48495,TX,Winkler County,"7,110"
48497,TX,Wise County,"59,127"
48499,TX,Wood County,"41,964"
48501,TX,Yoakum County,"7,879"
48503,TX,Young County,"18,550"
48505,TX,Zapata County,"14,018"
48507,TX,Zavala County,"11,677"
49000,UT,Utah,"2,763,885"
49001,UT,Beaver County,"6,629"
49003,UT,Box Elder County,"49,975"
49005,UT,Cache County,"112,656"
49007,UT,Carbon County,"21,403"
49009,UT,Daggett County,"1,059"
49011,UT,Davis County,"306,479"
49013,UT,Duchesne County,"18,607"
49015,UT,Emery County,"10,976"
49017,UT,Garfield County,"5,172"
49019,UT,Grand County,"9,225"
49021,UT,Iron County,"46,163"
49023,UT,Juab County,"10,246"
49025,UT,Kane County,"7,125"
49027,UT,Millard County,"12,503"
49029,UT,Morgan County,"9,469"
49031,UT,Piute County,"1,556"
49033,UT,Rich County,"2,264"
49035,UT,Salt Lake County,"1,029,655"
49037,UT,San Juan County,"14,746"
49039,UT,Sanpete County,"27,822"
49041,UT,Sevier County,"20,802"
49043,UT,Summit County,"36,324"
49045,UT,Tooele County,"58,218"
49047,UT,Uintah County,"32,588"
49049,UT,Utah County,"516,564"
49051,UT,Wasatch County,"23,530"
49053,UT,Washington County,"138,115"
49055,UT,Wayne County,"2,778"
49057,UT,Weber County,"231,236"
50000,VT,Vermont,"625,741"
50001,VT,Addison County,"36,821"
50003,VT,Bennington County,"37,125"
50005,VT,Caledonia County,"31,227"
50007,VT,Chittenden County,"156,545"
50009,VT,Essex County,"6,306"
50011,VT,Franklin County,"47,746"
50013,VT,Grand Isle County,"6,970"
50015,VT,Lamoille County,"24,475"
50017,VT,Orange County,"28,936"
50019,VT,Orleans County,"27,231"
50021,VT,Rutland County,"61,642"
50023,VT,Washington County,"59,534"
50025,VT,Windham County,"44,513"
50027,VT,Windsor County,"56,670"
51000,VA,Virginia,"8,001,024"
51001,VA,Accomack County,"33,164"
51003,VA,Albemarle County,"98,970"
51005,VA,Alleghany County,"16,250"
51007,VA,Amelia County,"12,690"
51009,VA,Amherst County,"32,353"
51011,VA,Appomattox County,"14,973"
51013,VA,Arlington County,"207,627"
51015,VA,Augusta County,"73,750"
51017,VA,Bath County,"4,731"
51019,VA,Bedford County,"68,676"
51021,VA,Bland County,"6,824"
51023,VA,Botetourt County,"33,148"
51025,VA,Brunswick County,"17,434"
51027,VA,Buchanan County,"24,098"
51029,VA,Buckingham County,"17,146"
51031,VA,Campbell County,"54,842"
51033,VA,Caroline County,"28,545"
51035,VA,Carroll County,"30,042"
51036,VA,Charles City County,"7,256"
51037,VA,Charlotte County,"12,586"
51041,VA,Chesterfield County,"316,236"
51043,VA,Clarke County,"14,034"
51045,VA,Craig County,"5,190"
51047,VA,Culpeper County,"46,689"
51049,VA,Cumberland County,"10,052"
51051,VA,Dickenson County,"15,903"
51053,VA,Dinwiddie County,"28,001"
51057,VA,Essex County,"11,151"
51059,VA,Fairfax County,"1,081,726"
51061,VA,Fauquier County,"65,203"
51063,VA,Floyd County,"15,279"
51065,VA,Fluvanna County,"25,691"
51067,VA,Franklin County,"56,159"
51069,VA,Frederick County,"78,305"
51071,VA,Giles County,"17,286"
51073,VA,Gloucester County,"36,858"
51075,VA,Goochland County,"21,717"
51077,VA,Grayson County,"15,533"
51079,VA,Greene County,"18,403"
51081,VA,Greensville County,"12,243"
51083,VA,Halifax County,"36,241"
51085,VA,Hanover County,"99,863"
51087,VA,Henrico County,"306,935"
51089,VA,Henry County,"54,151"
51091,VA,Highland County,"2,321"
51093,VA,Isle of Wight County,"35,270"
51095,VA,James City County,"67,009"
51097,VA,King and Queen County,"6,945"
51099,VA,King George County,"23,584"
51101,VA,King William County,"15,935"
51103,VA,Lancaster County,"11,391"
51105,VA,Lee County,"25,587"
51107,VA,Loudoun County,"312,311"
51109,VA,Louisa County,"33,153"
51111,VA,Lunenburg County,"12,914"
51113,VA,Madison County,"13,308"
51115,VA,Mathews County,"8,978"
51117,VA,Mecklenburg County,"32,727"
51119,VA,Middlesex County,"10,959"
51121,VA,Montgomery County,"94,392"
51125,VA,Nelson County,"15,020"
51127,VA,New Kent County,"18,429"
51131,VA,Northampton County,"12,389"
51133,VA,Northumberland County,"12,330"
51135,VA,Nottoway County,"15,853"
51137,VA,Orange County,"33,481"
51139,VA,Page County,"24,042"
51141,VA,Patrick County,"18,490"
51143,VA,Pittsylvania County,"63,506"
51145,VA,Powhatan County,"28,046"
51147,VA,Prince Edward County,"23,368"
51149,VA,Prince George County,"35,725"
51153,VA,Prince William County,"402,002"
51155,VA,Pulaski County,"34,872"
51157,VA,Rappahannock County,"7,373"
51159,VA,Richmond County,"9,254"
51161,VA,Roanoke County,"92,376"
51163,VA,Rockbridge County,"22,307"
51165,VA,Rockingham County,"76,314"
51167,VA,Russell County,"28,897"
51169,VA,Scott County,"23,177"
51171,VA,Shenandoah County,"41,993"
51173,VA,Smyth County,"32,208"
51175,VA,Southampton County,"18,570"
51177,VA,Spotsylvania County,"122,397"
51179,VA,Stafford County,"128,961"
51181,VA,Surry County,"7,058"
51183,VA,Sussex County,"12,087"
51185,VA,Tazewell County,"45,078"
51187,VA,Warren County,"37,575"
51191,VA,Washington County,"54,876"
51193,VA,Westmoreland County,"17,454"
51195,VA,Wise County,"41,452"
51197,VA,Wythe County,"29,235"
51199,VA,York County,"65,464"
51510,VA,Alexandria city,"139,966"
51515,VA, Bedford city,"6,222"
51520,VA,Bristol city,"17,835"
51530,VA,Buena Vista city,"6,650"
51540,VA,Charlottesville city,"43,475"
51550,VA,Chesapeake city,"222,209"
51560,VA, Clifton Forge city,
51570,VA,Colonial Heights city,"17,411"
51580,VA,Covington city,"5,961"
51590,VA,Danville city,"43,055"
51595,VA,Emporia city,"5,927"
51600,VA,Fairfax city,"22,565"
51610,VA,Falls Church city,"12,332"
51620,VA,Franklin city,"8,582"
51630,VA,Fredericksburg city,"24,286"
51640,VA,Galax city,"7,042"
51650,VA,Hampton city,"137,436"
51660,VA,Harrisonburg city,"48,914"
51670,VA,Hopewell city,"22,591"
51678,VA,Lexington city,"7,042"
51680,VA,Lynchburg city,"75,568"
51683,VA,Manassas city,"37,821"
51685,VA,Manassas Park city,"14,273"
51690,VA,Martinsville city,"13,821"
51700,VA,Newport News city,"180,719"
51710,VA,Norfolk city,"242,803"
51720,VA,Norton city,"3,958"
51730,VA,Petersburg city,"32,420"
51735,VA,Poquoson city,"12,150"
51740,VA,Portsmouth city,"95,535"
51750,VA,Radford city,"16,408"
51760,VA,Richmond city,"204,214"
51770,VA,Roanoke city,"97,032"
51775,VA,Salem city,"24,802"
51790,VA,Staunton city,"23,746"
51800,VA,Suffolk city,"84,585"
51810,VA,Virginia Beach city,"437,994"
51820,VA,Waynesboro city,"21,006"
51830,VA,Williamsburg city,"14,068"
51840,VA,Winchester city,"26,203"
53000,WA,Washington,"6,724,540"
53001,WA,Adams County,"18,728"
53003,WA,Asotin County,"21,623"
53005,WA,Benton County,"175,177"
53007,WA,Chelan County,"72,453"
53009,WA,Clallam County,"71,404"
53011,WA,Clark County,"425,363"
53013,WA,Columbia County,"4,078"
53015,WA,Cowlitz County,"102,410"
53017,WA,Douglas County,"38,431"
53019,WA,Ferry County,"7,551"
53021,WA,Franklin County,"78,163"
53023,WA,Garfield County,"2,266"
53025,WA,Grant County,"89,120"
53027,WA,Grays Harbor County,"72,797"
53029,WA,Island County,"78,506"
53031,WA,Jefferson County,"29,872"
53033,WA,King County,"1,931,249"
53035,WA,Kitsap County,"251,133"
53037,WA,Kittitas County,"40,915"
53039,WA,Klickitat County,"20,318"
53041,WA,Lewis County,"75,455"
53043,WA,Lincoln County,"10,570"
53045,WA,Mason County,"60,699"
53047,WA,Okanogan County,"41,120"
53049,WA,Pacific County,"20,920"
53051,WA,Pend Oreille County,"13,001"
53053,WA,Pierce County,"795,225"
53055,WA,San Juan County,"15,769"
53057,WA,Skagit County,"116,901"
53059,WA,Skamania County,"11,066"
53061,WA,Snohomish County,"713,335"
53063,WA,Spokane County,"471,221"
53065,WA,Stevens County,"43,531"
53067,WA,Thurston County,"252,264"
53069,WA,Wahkiakum County,"3,978"
53071,WA,Walla Walla County,"58,781"
53073,WA,Whatcom County,"201,140"
53075,WA,Whitman County,"44,776"
53077,WA,Yakima County,"243,231"
54000,WV,West Virginia,"1,852,994"
54001,WV,Barbour County,"16,589"
54003,WV,Berkeley County,"104,169"
54005,WV,Boone County,"24,629"
54007,WV,Braxton County,"14,523"
54009,WV,Brooke County,"24,069"
54011,WV,Cabell County,"96,319"
54013,WV,Calhoun County,"7,627"
54015,WV,Clay County,"9,386"
54017,WV,Doddridge County,"8,202"
54019,WV,Fayette County,"46,039"
54021,WV,Gilmer County,"8,693"
54023,WV,Grant County,"11,937"
54025,WV,Greenbrier County,"35,480"
54027,WV,Hampshire County,"23,964"
54029,WV,Hancock County,"30,676"
