FIPS_code,State,Area_name,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013
46083,SD,"Lincoln County, SD","28,795","28,029",766,2.7
46085,SD,"Lyman County, SD","1,872","1,784",88,4.7
46087,SD,"McCook County, SD","3,193","3,092",101,3.2
46089,SD,"McPherson County, SD","1,142","1,100",42,3.7
46091,SD,"Marshall County, SD","2,559","2,449",110,4.3
46093,SD,"Meade County, SD","13,653","13,143",510,3.7
46095,SD,"Mellette County, SD",839,777,62,7.4
46097,SD,"Miner County, SD","1,243","1,199",44,3.5
46099,SD,"Minnehaha County, SD","103,466","100,107","3,359",3.2
46101,SD,"Moody County, SD","4,025","3,843",182,4.5
46102,SD,"Oglala Lakota County, SD","3,694","3,202",492,13.3
46103,SD,"Pennington County, SD","53,706","51,654","2,052",3.8
46105,SD,"Perkins County, SD","1,546","1,490",56,3.6
46107,SD,"Potter County, SD","1,211","1,165",46,3.8
46109,SD,"Roberts County, SD","4,869","4,621",248,5.1
46111,SD,"Sanborn County, SD","1,301","1,262",39,3
46115,SD,"Spink County, SD","3,361","3,243",118,3.5
46117,SD,"Stanley County, SD","1,870","1,819",51,2.7
46119,SD,"Sully County, SD",888,863,25,2.8
46121,SD,"Todd County, SD","3,203","2,894",309,9.6
46123,SD,"Tripp County, SD","3,118","3,012",106,3.4
46125,SD,"Turner County, SD","4,754","4,612",142,3
46127,SD,"Union County, SD","7,938","7,614",324,4.1
46129,SD,"Walworth County, SD","2,373","2,246",127,5.4
46135,SD,"Yankton County, SD","11,594","11,214",380,3.3
46137,SD,"Ziebach County, SD","1,037",974,63,6.1
47000,TN,Tennessee,"3,078,892","2,840,127","238,765",7.8
47001,TN,"Anderson County, TN","33,798","31,128","2,670",7.9
47003,TN,"Bedford County, TN","20,080","18,241","1,839",9.2
47005,TN,"Benton County, TN","6,905","6,232",673,9.7
47007,TN,"Bledsoe County, TN","4,356","3,899",457,10.5
47009,TN,"Blount County, TN","59,469","55,351","4,118",6.9
47011,TN,"Bradley County, TN","49,653","46,138","3,515",7.1
47013,TN,"Campbell County, TN","15,295","13,607","1,688",11
47015,TN,"Cannon County, TN","5,923","5,457",466,7.9
47017,TN,"Carroll County, TN","13,149","11,593","1,556",11.8
47019,TN,"Carter County, TN","24,864","22,580","2,284",9.2
47021,TN,"Cheatham County, TN","20,007","18,692","1,315",6.6
47023,TN,"Chester County, TN","8,293","7,623",670,8.1
47025,TN,"Claiborne County, TN","13,052","11,656","1,396",10.7
47027,TN,"Clay County, TN","3,106","2,773",333,10.7
47029,TN,"Cocke County, TN","15,029","13,397","1,632",10.9
47031,TN,"Coffee County, TN","24,530","22,618","1,912",7.8
47033,TN,"Crockett County, TN","7,035","6,395",640,9.1
47035,TN,"Cumberland County, TN","23,517","21,340","2,177",9.3
47037,TN,"Davidson County, TN","355,490","334,535","20,955",5.9
47039,TN,"Decatur County, TN","5,101","4,561",540,10.6
47041,TN,"DeKalb County, TN","7,731","6,951",780,10.1
47043,TN,"Dickson County, TN","23,876","22,048","1,828",7.7
47045,TN,"Dyer County, TN","17,119","15,339","1,780",10.4
47047,TN,"Fayette County, TN","18,196","16,630","1,566",8.6
47049,TN,"Fentress County, TN","7,438","6,714",724,9.7
47051,TN,"Franklin County, TN","19,672","18,252","1,420",7.2
47053,TN,"Gibson County, TN","22,141","19,710","2,431",11
47055,TN,"Giles County, TN","14,107","12,960","1,147",8.1
47057,TN,"Grainger County, TN","9,445","8,503",942,10
47059,TN,"Greene County, TN","30,465","27,536","2,929",9.6
47061,TN,"Grundy County, TN","5,337","4,802",535,10
47063,TN,"Hamblen County, TN","27,056","24,599","2,457",9.1
47065,TN,"Hamilton County, TN","168,976","156,817","12,159",7.2
47067,TN,"Hancock County, TN","2,153","1,899",254,11.8
47069,TN,"Hardeman County, TN","9,814","8,728","1,086",11.1
47071,TN,"Hardin County, TN","11,015","9,879","1,136",10.3
47073,TN,"Hawkins County, TN","24,758","22,593","2,165",8.7
47075,TN,"Haywood County, TN","8,127","7,172",955,11.8
47077,TN,"Henderson County, TN","12,710","11,381","1,329",10.5
47079,TN,"Henry County, TN","14,349","12,995","1,354",9.4
47081,TN,"Hickman County, TN","10,523","9,653",870,8.3
47083,TN,"Houston County, TN","3,377","3,008",369,10.9
47085,TN,"Humphreys County, TN","8,676","7,915",761,8.8
47087,TN,"Jackson County, TN","4,586","4,115",471,10.3
47089,TN,"Jefferson County, TN","23,382","21,271","2,111",9
47091,TN,"Johnson County, TN","7,357","6,696",661,9
47093,TN,"Knox County, TN","227,983","213,611","14,372",6.3
47095,TN,"Lake County, TN","2,188","1,968",220,10.1
47097,TN,"Lauderdale County, TN","10,260","9,065","1,195",11.6
47099,TN,"Lawrence County, TN","18,166","16,381","1,785",9.8
47101,TN,"Lewis County, TN","5,007","4,478",529,10.6
47103,TN,"Lincoln County, TN","15,609","14,637",972,6.2
47105,TN,"Loudon County, TN","22,159","20,442","1,717",7.7
47107,TN,"McMinn County, TN","22,928","20,860","2,068",9
47109,TN,"McNairy County, TN","9,360","8,267","1,093",11.7
47111,TN,"Macon County, TN","10,094","9,271",823,8.2
47113,TN,"Madison County, TN","47,671","43,839","3,832",8
47115,TN,"Marion County, TN","12,039","10,945","1,094",9.1
47117,TN,"Marshall County, TN","14,371","13,202","1,169",8.1
47119,TN,"Maury County, TN","40,928","38,029","2,899",7.1
47121,TN,"Meigs County, TN","5,047","4,532",515,10.2
47123,TN,"Monroe County, TN","19,305","17,423","1,882",9.7
47125,TN,"Montgomery County, TN","77,615","71,766","5,849",7.5
47127,TN,"Moore County, TN","3,336","3,136",200,6
47129,TN,"Morgan County, TN","8,080","7,259",821,10.2
47131,TN,"Obion County, TN","13,706","12,121","1,585",11.6
47133,TN,"Overton County, TN","9,526","8,671",855,9
47135,TN,"Perry County, TN","3,124","2,832",292,9.3
47137,TN,"Pickett County, TN","2,327","2,106",221,9.5
47139,TN,"Polk County, TN","7,560","6,867",693,9.2
47141,TN,"Putnam County, TN","32,583","29,982","2,601",8
47143,TN,"Rhea County, TN","13,399","11,972","1,427",10.7
47145,TN,"Roane County, TN","23,260","21,166","2,094",9
47147,TN,"Robertson County, TN","33,695","31,425","2,270",6.7
47149,TN,"Rutherford County, TN","147,539","138,387","9,152",6.2
47151,TN,"Scott County, TN","8,611","7,369","1,242",14.4
47153,TN,"Sequatchie County, TN","5,930","5,421",509,8.6
47155,TN,"Sevier County, TN","49,151","45,012","4,139",8.4
47157,TN,"Shelby County, TN","440,270","401,636","38,634",8.8
47159,TN,"Smith County, TN","8,544","7,880",664,7.8
47161,TN,"Stewart County, TN","5,357","4,773",584,10.9
47163,TN,"Sullivan County, TN","71,779","66,347","5,432",7.6
47165,TN,"Sumner County, TN","85,694","80,413","5,281",6.2
47167,TN,"Tipton County, TN","28,049","25,398","2,651",9.5
47169,TN,"Trousdale County, TN","3,662","3,353",309,8.4
47171,TN,"Unicoi County, TN","7,432","6,652",780,10.5
47173,TN,"Union County, TN","7,439","6,725",714,9.6
47175,TN,"Van Buren County, TN","2,199","1,947",252,11.5
47177,TN,"Warren County, TN","17,586","16,088","1,498",8.5
47179,TN,"Washington County, TN","58,999","54,756","4,243",7.2
47181,TN,"Wayne County, TN","6,555","5,924",631,9.6
47183,TN,"Weakley County, TN","16,573","14,861","1,712",10.3
47185,TN,"White County, TN","11,908","10,784","1,124",9.4
47187,TN,"Williamson County, TN","101,563","96,348","5,215",5.1
47189,TN,"Wilson County, TN","61,697","57,825","3,872",6.3
48000,TX,Texas,"12,832,035","12,022,272","809,763",6.3
48001,TX,"Anderson County, TX","21,997","20,711","1,286",5.8
48003,TX,"Andrews County, TX","9,152","8,800",352,3.8
48005,TX,"Angelina County, TX","37,892","35,420","2,472",6.5
48007,TX,"Aransas County, TX","10,049","9,384",665,6.6
48009,TX,"Archer County, TX","4,222","3,999",223,5.3
48011,TX,"Armstrong County, TX","1,004",964,40,4
48013,TX,"Atascosa County, TX","20,206","18,937","1,269",6.3
48015,TX,"Austin County, TX","14,110","13,274",836,5.9
48017,TX,"Bailey County, TX","3,042","2,823",219,7.2
48019,TX,"Bandera County, TX","9,054","8,504",550,6.1
48021,TX,"Bastrop County, TX","35,837","33,615","2,222",6.2
48023,TX,"Baylor County, TX","1,669","1,580",89,5.3
48025,TX,"Bee County, TX","11,298","10,550",748,6.6
48027,TX,"Bell County, TX","135,078","125,664","9,414",7
48029,TX,"Bexar County, TX","852,897","802,913","49,984",5.9
48031,TX,"Blanco County, TX","5,528","5,267",261,4.7
48033,TX,"Borden County, TX",416,399,17,4.1
48035,TX,"Bosque County, TX","8,065","7,539",526,6.5
48037,TX,"Bowie County, TX","40,481","37,371","3,110",7.7
48039,TX,"Brazoria County, TX","164,015","153,913","10,102",6.2
48041,TX,"Brazos County, TX","102,594","97,521","5,073",4.9
48043,TX,"Brewster County, TX","4,146","3,914",232,5.6
48045,TX,"Briscoe County, TX",628,592,36,5.7
48047,TX,"Brooks County, TX","2,761","2,510",251,9.1
48049,TX,"Brown County, TX","15,904","14,868","1,036",6.5
48051,TX,"Burleson County, TX","7,682","7,204",478,6.2
48053,TX,"Burnet County, TX","20,758","19,613","1,145",5.5
48055,TX,"Caldwell County, TX","17,092","15,961","1,131",6.6
48057,TX,"Calhoun County, TX","10,822","10,146",676,6.2
48059,TX,"Callahan County, TX","5,905","5,564",341,5.8
48061,TX,"Cameron County, TX","166,810","150,060","16,750",10
48063,TX,"Camp County, TX","5,506","5,098",408,7.4
48065,TX,"Carson County, TX","3,171","3,029",142,4.5
48067,TX,"Cass County, TX","12,574","11,408","1,166",9.3
48069,TX,"Castro County, TX","3,777","3,598",179,4.7
48071,TX,"Chambers County, TX","17,451","16,161","1,290",7.4
48073,TX,"Cherokee County, TX","21,493","19,991","1,502",7
48075,TX,"Childress County, TX","2,930","2,804",126,4.3
48077,TX,"Clay County, TX","5,131","4,845",286,5.6
48079,TX,"Cochran County, TX","1,400","1,306",94,6.7
48081,TX,"Coke County, TX","1,456","1,382",74,5.1
48083,TX,"Coleman County, TX","3,150","2,912",238,7.6
48085,TX,"Collin County, TX","456,917","431,462","25,455",5.6
48087,TX,"Collingsworth County, TX","1,214","1,151",63,5.2
48089,TX,"Colorado County, TX","10,082","9,496",586,5.8
48091,TX,"Comal County, TX","57,807","54,335","3,472",6
48093,TX,"Comanche County, TX","5,643","5,310",333,5.9
48095,TX,"Concho County, TX","1,452","1,394",58,4
48097,TX,"Cooke County, TX","20,443","19,414","1,029",5
48099,TX,"Coryell County, TX","25,173","23,352","1,821",7.2
48101,TX,"Cottle County, TX",624,581,43,6.9
48103,TX,"Crane County, TX","2,083","1,989",94,4.5
48105,TX,"Crockett County, TX","1,880","1,783",97,5.2
48107,TX,"Crosby County, TX","2,761","2,596",165,6
48109,TX,"Culberson County, TX","1,017",965,52,5.1
48111,TX,"Dallam County, TX","3,890","3,753",137,3.5
48113,TX,"Dallas County, TX","1,232,512","1,150,663","81,849",6.6
48115,TX,"Dawson County, TX","4,991","4,670",321,6.4
48117,TX,"Deaf Smith County, TX","9,136","8,726",410,4.5
48119,TX,"Delta County, TX","2,631","2,463",168,6.4
48121,TX,"Denton County, TX","399,562","378,005","21,557",5.4
48123,TX,"DeWitt County, TX","9,682","9,221",461,4.8
48125,TX,"Dickens County, TX",770,698,72,9.4
48127,TX,"Dimmit County, TX","6,769","6,427",342,5.1
48129,TX,"Donley County, TX","1,984","1,882",102,5.1
48131,TX,"Duval County, TX","5,531","5,175",356,6.4
48133,TX,"Eastland County, TX","8,513","7,994",519,6.1
48135,TX,"Ector County, TX","78,582","75,148","3,434",4.4
48137,TX,"Edwards County, TX",902,849,53,5.9
48139,TX,"Ellis County, TX","77,521","72,696","4,825",6.2
48141,TX,"El Paso County, TX","346,619","318,975","27,644",8
48143,TX,"Erath County, TX","19,811","18,733","1,078",5.4
48145,TX,"Falls County, TX","6,766","6,283",483,7.1
48147,TX,"Fannin County, TX","15,254","14,181","1,073",7
48149,TX,"Fayette County, TX","12,634","12,067",567,4.5
48151,TX,"Fisher County, TX","1,882","1,779",103,5.5
48153,TX,"Floyd County, TX","3,117","2,840",277,8.9
48155,TX,"Foard County, TX",577,547,30,5.2
48157,TX,"Fort Bend County, TX","332,589","314,182","18,407",5.5
48159,TX,"Franklin County, TX","4,681","4,373",308,6.6
48161,TX,"Freestone County, TX","7,845","7,299",546,7
48163,TX,"Frio County, TX","9,268","8,831",437,4.7
48165,TX,"Gaines County, TX","8,896","8,522",374,4.2
48167,TX,"Galveston County, TX","155,443","144,677","10,766",6.9
48169,TX,"Garza County, TX","2,233","2,131",102,4.6
48171,TX,"Gillespie County, TX","12,399","11,849",550,4.4
48173,TX,"Glasscock County, TX",742,715,27,3.6
48175,TX,"Goliad County, TX","3,530","3,345",185,5.2
48177,TX,"Gonzales County, TX","9,497","9,007",490,5.2
48179,TX,"Gray County, TX","9,766","9,259",507,5.2
48181,TX,"Grayson County, TX","60,405","56,592","3,813",6.3
48183,TX,"Gregg County, TX","61,434","57,749","3,685",6
48185,TX,"Grimes County, TX","11,796","11,082",714,6.1
48187,TX,"Guadalupe County, TX","69,954","66,086","3,868",5.5
48189,TX,"Hale County, TX","14,791","12,811","1,980",13.4
48191,TX,"Hall County, TX","1,288","1,196",92,7.1
48193,TX,"Hamilton County, TX","3,615","3,397",218,6
48195,TX,"Hansford County, TX","3,122","3,019",103,3.3
48197,TX,"Hardeman County, TX","1,695","1,596",99,5.8
48199,TX,"Hardin County, TX","25,255","23,208","2,047",8.1
48201,TX,"Harris County, TX","2,194,931","2,061,042","133,889",6.1
48203,TX,"Harrison County, TX","32,263","30,032","2,231",6.9
48205,TX,"Hartley County, TX","2,926","2,833",93,3.2
48207,TX,"Haskell County, TX","2,707","2,572",135,5
48209,TX,"Hays County, TX","89,718","84,890","4,828",5.4
48211,TX,"Hemphill County, TX","2,470","2,395",75,3
48213,TX,"Henderson County, TX","34,496","32,023","2,473",7.2
48215,TX,"Hidalgo County, TX","330,700","296,229","34,471",10.4
48217,TX,"Hill County, TX","15,940","14,908","1,032",6.5
48219,TX,"Hockley County, TX","11,900","11,297",603,5.1
48221,TX,"Hood County, TX","23,967","22,504","1,463",6.1
48223,TX,"Hopkins County, TX","17,239","16,238","1,001",5.8
48225,TX,"Houston County, TX","9,830","9,215",615,6.3
48227,TX,"Howard County, TX","13,543","12,807",736,5.4
48229,TX,"Hudspeth County, TX","1,292","1,201",91,7
48231,TX,"Hunt County, TX","38,109","35,251","2,858",7.5
48233,TX,"Hutchinson County, TX","9,757","9,149",608,6.2
48235,TX,"Irion County, TX",849,813,36,4.2
48237,TX,"Jack County, TX","4,000","3,786",214,5.4
48239,TX,"Jackson County, TX","7,426","7,052",374,5
48241,TX,"Jasper County, TX","14,499","12,970","1,529",10.5
48243,TX,"Jeff Davis County, TX","1,159","1,111",48,4.1
48245,TX,"Jefferson County, TX","111,085","98,920","12,165",11
48247,TX,"Jim Hogg County, TX","2,321","2,155",166,7.2
48249,TX,"Jim Wells County, TX","20,102","18,861","1,241",6.2
48251,TX,"Johnson County, TX","73,541","69,006","4,535",6.2
48253,TX,"Jones County, TX","5,838","5,442",396,6.8
48255,TX,"Karnes County, TX","5,612","5,309",303,5.4
48257,TX,"Kaufman County, TX","52,345","48,995","3,350",6.4
48259,TX,"Kendall County, TX","18,207","17,277",930,5.1
48261,TX,"Kenedy County, TX",296,284,12,4.1
48263,TX,"Kent County, TX",530,509,21,4
48265,TX,"Kerr County, TX","21,439","20,248","1,191",5.6
48267,TX,"Kimble County, TX","2,156","2,051",105,4.9
48269,TX,"King County, TX",238,227,11,4.6
48271,TX,"Kinney County, TX","1,217","1,100",117,9.6
48273,TX,"Kleberg County, TX","15,414","14,408","1,006",6.5
48275,TX,"Knox County, TX","1,749","1,655",94,5.4
48277,TX,"Lamar County, TX","22,264","20,445","1,819",8.2
48279,TX,"Lamb County, TX","6,136","5,713",423,6.9
48281,TX,"Lampasas County, TX","9,114","8,456",658,7.2
48283,TX,"La Salle County, TX","4,168","4,010",158,3.8
48285,TX,"Lavaca County, TX","9,210","8,775",435,4.7
48287,TX,"Lee County, TX","9,121","8,652",469,5.1
48289,TX,"Leon County, TX","6,952","6,468",484,7
48291,TX,"Liberty County, TX","30,971","28,194","2,777",9
48293,TX,"Limestone County, TX","9,465","8,822",643,6.8
48295,TX,"Lipscomb County, TX","1,717","1,649",68,4
48297,TX,"Live Oak County, TX","6,020","5,755",265,4.4
48299,TX,"Llano County, TX","8,094","7,569",525,6.5
48301,TX,"Loving County, TX",75,71,4,5.3
48303,TX,"Lubbock County, TX","147,137","139,809","7,328",5
48305,TX,"Lynn County, TX","2,854","2,702",152,5.3
48307,TX,"McCulloch County, TX","4,264","4,037",227,5.3
48309,TX,"McLennan County, TX","111,970","104,994","6,976",6.2
48311,TX,"McMullen County, TX",881,857,24,2.7
48313,TX,"Madison County, TX","4,811","4,497",314,6.5
48315,TX,"Marion County, TX","4,532","4,164",368,8.1
48317,TX,"Martin County, TX","2,546","2,437",109,4.3
48319,TX,"Mason County, TX","1,956","1,848",108,5.5
48321,TX,"Matagorda County, TX","16,822","15,177","1,645",9.8
48323,TX,"Maverick County, TX","23,632","20,659","2,973",12.6
48325,TX,"Medina County, TX","20,286","19,043","1,243",6.1
48327,TX,"Menard County, TX",917,863,54,5.9
48329,TX,"Midland County, TX","85,874","82,706","3,168",3.7
48331,TX,"Milam County, TX","10,109","9,311",798,7.9
48333,TX,"Mills County, TX","2,067","1,957",110,5.3
48335,TX,"Mitchell County, TX","2,873","2,713",160,5.6
48337,TX,"Montague County, TX","10,345","9,832",513,5
48339,TX,"Montgomery County, TX","245,832","232,431","13,401",5.5
48341,TX,"Moore County, TX","11,416","10,926",490,4.3
48343,TX,"Morris County, TX","5,831","5,268",563,9.7
48345,TX,"Motley County, TX",501,471,30,6
48347,TX,"Nacogdoches County, TX","29,171","27,256","1,915",6.6
48349,TX,"Navarro County, TX","23,345","21,808","1,537",6.6
48351,TX,"Newton County, TX","5,596","4,990",606,10.8
48353,TX,"Nolan County, TX","6,953","6,554",399,5.7
48355,TX,"Nueces County, TX","167,975","157,617","10,358",6.2
48357,TX,"Ochiltree County, TX","5,418","5,212",206,3.8
48359,TX,"Oldham County, TX",959,916,43,4.5
48361,TX,"Orange County, TX","37,915","33,940","3,975",10.5
48363,TX,"Palo Pinto County, TX","13,359","12,478",881,6.6
48365,TX,"Panola County, TX","12,723","11,930",793,6.2
48367,TX,"Parker County, TX","58,566","55,298","3,268",5.6
48369,TX,"Parmer County, TX","5,056","4,859",197,3.9
48371,TX,"Pecos County, TX","6,692","6,327",365,5.5
48373,TX,"Polk County, TX","17,341","15,990","1,351",7.8
48375,TX,"Potter County, TX","57,418","54,506","2,912",5.1
48377,TX,"Presidio County, TX","3,751","3,265",486,13
48379,TX,"Rains County, TX","5,328","4,998",330,6.2
48381,TX,"Randall County, TX","68,382","65,414","2,968",4.3
48383,TX,"Reagan County, TX","1,954","1,876",78,4
48385,TX,"Real County, TX","1,061",975,86,8.1
48387,TX,"Red River County, TX","5,132","4,613",519,10.1
48389,TX,"Reeves County, TX","5,618","5,292",326,5.8
48391,TX,"Refugio County, TX","3,555","3,362",193,5.4
48393,TX,"Roberts County, TX",449,429,20,4.5
48395,TX,"Robertson County, TX","7,274","6,761",513,7.1
48397,TX,"Rockwall County, TX","42,189","39,743","2,446",5.8
48399,TX,"Runnels County, TX","4,969","4,705",264,5.3
48401,TX,"Rusk County, TX","24,263","22,744","1,519",6.3
48403,TX,"Sabine County, TX","3,556","3,093",463,13
48405,TX,"San Augustine County, TX","2,931","2,588",343,11.7
48407,TX,"San Jacinto County, TX","11,431","10,561",870,7.6
48409,TX,"San Patricio County, TX","30,606","28,390","2,216",7.2
48411,TX,"San Saba County, TX","2,269","2,138",131,5.8
48413,TX,"Schleicher County, TX","1,799","1,735",64,3.6
48415,TX,"Scurry County, TX","8,547","8,189",358,4.2
48417,TX,"Shackelford County, TX","2,292","2,216",76,3.3
48419,TX,"Shelby County, TX","11,610","10,741",869,7.5
48421,TX,"Sherman County, TX","1,477","1,417",60,4.1
48423,TX,"Smith County, TX","101,447","94,758","6,689",6.6
48425,TX,"Somervell County, TX","4,139","3,887",252,6.1
48427,TX,"Starr County, TX","26,311","22,345","3,966",15.1
48429,TX,"Stephens County, TX","4,199","3,980",219,5.2
48431,TX,"Sterling County, TX",750,721,29,3.9
48433,TX,"Stonewall County, TX",707,673,34,4.8
48435,TX,"Sutton County, TX","2,061","1,966",95,4.6
48437,TX,"Swisher County, TX","2,959","2,707",252,8.5
48439,TX,"Tarrant County, TX","979,558","919,846","59,712",6.1
48441,TX,"Taylor County, TX","64,530","61,099","3,431",5.3
48443,TX,"Terrell County, TX",523,497,26,5
48445,TX,"Terry County, TX","5,522","5,192",330,6
48447,TX,"Throckmorton County, TX",794,754,40,5
48449,TX,"Titus County, TX","13,055","12,077",978,7.5
48451,TX,"Tom Green County, TX","54,129","51,314","2,815",5.2
48453,TX,"Travis County, TX","628,618","596,682","31,936",5.1
48455,TX,"Trinity County, TX","5,559","5,140",419,7.5
48457,TX,"Tyler County, TX","7,589","6,804",785,10.3
48459,TX,"Upshur County, TX","18,502","17,309","1,193",6.4
48461,TX,"Upton County, TX","1,707","1,636",71,4.2
48463,TX,"Uvalde County, TX","11,927","11,086",841,7.1
48465,TX,"Val Verde County, TX","19,594","18,134","1,460",7.5
48467,TX,"Van Zandt County, TX","23,804","22,239","1,565",6.6
48469,TX,"Victoria County, TX","45,743","43,283","2,460",5.4
48471,TX,"Walker County, TX","23,077","21,539","1,538",6.7
48473,TX,"Waller County, TX","20,798","19,443","1,355",6.5
48475,TX,"Ward County, TX","5,508","5,247",261,4.7
48477,TX,"Washington County, TX","15,695","14,829",866,5.5
48479,TX,"Webb County, TX","110,145","103,340","6,805",6.2
48481,TX,"Wharton County, TX","21,465","20,175","1,290",6
48483,TX,"Wheeler County, TX","3,130","2,994",136,4.3
48485,TX,"Wichita County, TX","57,224","53,848","3,376",5.9
48487,TX,"Wilbarger County, TX","5,767","5,431",336,5.8
48489,TX,"Willacy County, TX","7,427","6,247","1,180",15.9
48491,TX,"Williamson County, TX","246,119","233,019","13,100",5.3
48493,TX,"Wilson County, TX","22,166","20,992","1,174",5.3
48495,TX,"Winkler County, TX","3,316","3,140",176,5.3
48497,TX,"Wise County, TX","28,351","26,639","1,712",6
48499,TX,"Wood County, TX","16,693","15,468","1,225",7.3
48501,TX,"Yoakum County, TX","4,204","4,041",163,3.9
48503,TX,"Young County, TX","8,556","8,111",445,5.2
48505,TX,"Zapata County, TX","7,050","6,607",443,6.3
48507,TX,"Zavala County, TX","4,006","3,421",585,14.6
49000,UT,Utah,"1,385,908","1,327,560","58,348",4.2
49001,UT,"Beaver County, UT","2,979","2,851",128,4.3
49003,UT,"Box Elder County, UT","22,833","21,840",993,4.3
49005,UT,"Cache County, UT","57,002","54,930","2,072",3.6
49007,UT,"Carbon County, UT","8,809","8,298",511,5.8
49009,UT,"Daggett County, UT",423,404,19,4.5
49011,UT,"Davis County, UT","150,480","144,606","5,874",3.9
49013,UT,"Duchesne County, UT","9,170","8,809",361,3.9
49015,UT,"Emery County, UT","4,639","4,381",258,5.6
49017,UT,"Garfield County, UT","2,731","2,500",231,8.5
49019,UT,"Grand County, UT","5,365","4,983",382,7.1
49021,UT,"Iron County, UT","19,087","18,115",972,5.1
49023,UT,"Juab County, UT","4,629","4,415",214,4.6
49025,UT,"Kane County, UT","3,423","3,255",168,4.9
49027,UT,"Millard County, UT","5,822","5,603",219,3.8
49029,UT,"Morgan County, UT","4,444","4,279",165,3.7
49031,UT,"Piute County, UT",477,443,34,7.1
49033,UT,"Rich County, UT",970,929,41,4.2
49035,UT,"Salt Lake County, UT","561,750","539,099","22,651",4
49037,UT,"San Juan County, UT","5,579","5,170",409,7.3
49039,UT,"Sanpete County, UT","10,892","10,330",562,5.2
49041,UT,"Sevier County, UT","9,127","8,673",454,5
49043,UT,"Summit County, UT","21,739","20,909",830,3.8
49045,UT,"Tooele County, UT","28,068","26,667","1,401",5
49047,UT,"Uintah County, UT","15,453","14,836",617,4
49049,UT,"Utah County, UT","245,330","235,773","9,557",3.9
49051,UT,"Wasatch County, UT","12,023","11,508",515,4.3
49053,UT,"Washington County, UT","58,465","55,503","2,962",5.1
49055,UT,"Wayne County, UT","1,352","1,216",136,10.1
49057,UT,"Weber County, UT","112,850","107,237","5,613",5
50000,VT,Vermont,"350,175","334,684","15,491",4.4
50001,VT,"Addison County, VT","20,770","19,911",859,4.1
50003,VT,"Bennington County, VT","19,260","18,254","1,006",5.2
50005,VT,"Caledonia County, VT","15,744","14,908",836,5.3
50007,VT,"Chittenden County, VT","95,009","91,747","3,262",3.4
50009,VT,"Essex County, VT","2,838","2,647",191,6.7
50011,VT,"Franklin County, VT","27,469","26,318","1,151",4.2
50013,VT,"Grand Isle County, VT","4,051","3,869",182,4.5
50015,VT,"Lamoille County, VT","13,873","13,084",789,5.7
50017,VT,"Orange County, VT","16,164","15,499",665,4.1
50019,VT,"Orleans County, VT","13,813","12,870",943,6.8
50021,VT,"Rutland County, VT","32,256","30,537","1,719",5.3
50023,VT,"Washington County, VT","34,555","33,064","1,491",4.3
50025,VT,"Windham County, VT","24,075","22,947","1,128",4.7
50027,VT,"Windsor County, VT","30,300","29,029","1,271",4.2
51000,VA,Virginia,"4,238,377","4,002,057","236,320",5.6
51001,VA,"Accomack County, VA","16,226","15,083","1,143",7
51003,VA,"Albemarle County, VA","52,554","50,068","2,486",4.7
51005,VA,"Alleghany County, VA","7,515","7,032",483,6.4
51007,VA,"Amelia County, VA","6,173","5,816",357,5.8
51009,VA,"Amherst County, VA","15,801","14,856",945,6
51011,VA,"Appomattox County, VA","7,158","6,707",451,6.3
51013,VA,"Arlington County, VA","145,169","140,275","4,894",3.4
51015,VA,"Augusta County, VA","36,905","35,024","1,881",5.1
51017,VA,"Bath County, VA","2,578","2,445",133,5.2
51019,VA,"Bedford County, VA","38,242","36,114","2,128",5.6
51021,VA,"Bland County, VA","2,877","2,687",190,6.6
51023,VA,"Botetourt County, VA","17,634","16,731",903,5.1
51025,VA,"Brunswick County, VA","6,656","6,046",610,9.2
51027,VA,"Buchanan County, VA","8,159","7,281",878,10.8
51029,VA,"Buckingham County, VA","6,406","5,910",496,7.7
51031,VA,"Campbell County, VA","26,942","25,375","1,567",5.8
51033,VA,"Caroline County, VA","14,579","13,573","1,006",6.9
51035,VA,"Carroll County, VA","13,256","12,185","1,071",8.1
51036,VA,"Charles City County, VA","3,788","3,538",250,6.6
51037,VA,"Charlotte County, VA","5,312","4,909",403,7.6
51041,VA,"Chesterfield County, VA","174,719","165,077","9,642",5.5
51043,VA,"Clarke County, VA","7,626","7,273",353,4.6
51045,VA,"Craig County, VA","2,456","2,287",169,6.9
51047,VA,"Culpeper County, VA","23,387","22,161","1,226",5.2
51049,VA,"Cumberland County, VA","4,508","4,215",293,6.5
51051,VA,"Dickenson County, VA","5,341","4,758",583,10.9
51053,VA,"Dinwiddie County, VA","13,538","12,565",973,7.2
51057,VA,"Essex County, VA","5,686","5,316",370,6.5
51059,VA,"Fairfax County, VA","624,643","597,713","26,930",4.3
51061,VA,"Fauquier County, VA","35,928","34,198","1,730",4.8
51063,VA,"Floyd County, VA","8,389","7,946",443,5.3
51065,VA,"Fluvanna County, VA","13,038","12,431",607,4.7
51067,VA,"Franklin County, VA","27,216","25,648","1,568",5.8
51069,VA,"Frederick County, VA","44,153","41,871","2,282",5.2
51071,VA,"Giles County, VA","8,217","7,656",561,6.8
51073,VA,"Gloucester County, VA","19,327","18,344",983,5.1
51075,VA,"Goochland County, VA","10,376","9,854",522,5
